,Day/Eve,Number 1,Number 2,Number 3,Date
3501,E,1.0,5.0,0.0,2014-09-14
3503,E,5.0,0.0,8.0,2014-09-13
3505,E,4.0,2.0,4.0,2014-09-12
3507,E,3.0,9.0,7.0,2014-09-11
3509,E,9.0,4.0,3.0,2014-09-10
3511,E,7.0,5.0,5.0,2014-09-09
3513,E,5.0,9.0,8.0,2014-09-08
3515,E,8.0,6.0,8.0,2014-09-07
3517,E,7.0,5.0,1.0,2014-09-06
3519,E,9.0,0.0,5.0,2014-09-05
3521,E,1.0,1.0,2.0,2014-09-04
3523,E,7.0,7.0,3.0,2014-09-03
3525,E,5.0,1.0,0.0,2014-09-02
3527,E,1.0,4.0,9.0,2014-09-01
3529,E,7.0,1.0,6.0,2014-08-31
3531,E,2.0,3.0,9.0,2014-08-30
3533,E,3.0,0.0,9.0,2014-08-29
3535,E,9.0,7.0,2.0,2014-08-28
3537,E,2.0,9.0,7.0,2014-08-27
3539,E,1.0,6.0,9.0,2014-08-26
3541,E,9.0,7.0,1.0,2014-08-25
3543,E,2.0,9.0,4.0,2014-08-24
3545,E,6.0,8.0,5.0,2014-08-23
3547,E,6.0,6.0,9.0,2014-08-22
3549,E,8.0,6.0,8.0,2014-08-21
3551,E,3.0,1.0,9.0,2014-08-20
3553,E,1.0,2.0,6.0,2014-08-19
3555,E,2.0,1.0,8.0,2014-08-18
3557,E,7.0,4.0,8.0,2014-08-17
3559,E,8.0,0.0,2.0,2014-08-16
3561,E,0.0,4.0,6.0,2014-08-15
3563,E,7.0,5.0,2.0,2014-08-14
3565,E,7.0,2.0,0.0,2014-08-13
3567,E,3.0,4.0,8.0,2014-08-12
3569,E,4.0,9.0,3.0,2014-08-11
3571,E,4.0,6.0,7.0,2014-08-10
3573,E,6.0,3.0,6.0,2014-08-09
3575,E,1.0,3.0,4.0,2014-08-08
3577,E,4.0,7.0,0.0,2014-08-07
3579,E,3.0,5.0,5.0,2014-08-06
3581,E,6.0,4.0,4.0,2014-08-05
3583,E,4.0,1.0,4.0,2014-08-04
3585,E,0.0,3.0,7.0,2014-08-03
3587,E,9.0,7.0,3.0,2014-08-02
3589,E,2.0,4.0,6.0,2014-08-01
3591,E,6.0,1.0,6.0,2014-07-31
3593,E,6.0,9.0,7.0,2014-07-30
3595,E,5.0,2.0,3.0,2014-07-29
3597,E,6.0,8.0,6.0,2014-07-28
3599,E,6.0,9.0,9.0,2014-07-27
3601,E,8.0,7.0,1.0,2014-07-26
3603,E,3.0,5.0,0.0,2014-07-25
3605,E,9.0,0.0,3.0,2014-07-24
3607,E,0.0,0.0,5.0,2014-07-23
3609,E,4.0,2.0,8.0,2014-07-22
3611,E,5.0,0.0,7.0,2014-07-21
3613,E,3.0,3.0,4.0,2014-07-20
3615,E,6.0,6.0,5.0,2014-07-19
3617,E,5.0,6.0,0.0,2014-07-18
3619,E,9.0,3.0,7.0,2014-07-17
3621,E,8.0,6.0,5.0,2014-07-16
3623,E,9.0,2.0,3.0,2014-07-15
3625,E,3.0,3.0,4.0,2014-07-14
3627,E,4.0,7.0,1.0,2014-07-13
3629,E,9.0,3.0,1.0,2014-07-12
3631,E,8.0,9.0,5.0,2014-07-11
3633,E,7.0,2.0,1.0,2014-07-10
3635,E,0.0,2.0,8.0,2014-07-09
3637,E,9.0,5.0,8.0,2014-07-08
3639,E,0.0,1.0,9.0,2014-07-07
3641,E,8.0,4.0,6.0,2014-07-06
3643,E,9.0,4.0,2.0,2014-07-05
3645,E,1.0,7.0,6.0,2014-07-04
3647,E,3.0,5.0,5.0,2014-07-03
3649,E,6.0,8.0,4.0,2014-07-02
3651,E,8.0,4.0,8.0,2014-07-01
3653,E,5.0,8.0,6.0,2014-06-30
3655,E,7.0,5.0,9.0,2014-06-29
3657,E,0.0,6.0,4.0,2014-06-28
3659,E,0.0,4.0,4.0,2014-06-27
3661,E,3.0,7.0,2.0,2014-06-26
3663,E,8.0,3.0,1.0,2014-06-25
3665,E,2.0,2.0,5.0,2014-06-24
3667,E,4.0,6.0,9.0,2014-06-23
3669,E,5.0,7.0,4.0,2014-06-22
3671,E,5.0,5.0,3.0,2014-06-21
3673,E,6.0,9.0,3.0,2014-06-20
3675,E,5.0,0.0,9.0,2014-06-19
3677,E,9.0,3.0,2.0,2014-06-18
3679,E,4.0,2.0,0.0,2014-06-17
3681,E,6.0,7.0,5.0,2014-06-16
3683,E,3.0,3.0,2.0,2014-06-15
3685,E,0.0,7.0,2.0,2014-06-14
3687,E,0.0,1.0,2.0,2014-06-13
3689,E,2.0,2.0,2.0,2014-06-12
3691,E,2.0,3.0,4.0,2014-06-11
3693,E,4.0,5.0,1.0,2014-06-10
3695,E,4.0,9.0,4.0,2014-06-09
3697,E,3.0,9.0,4.0,2014-06-08
3699,E,9.0,2.0,0.0,2014-06-07
3701,E,1.0,9.0,1.0,2014-06-06
3703,E,7.0,6.0,0.0,2014-06-05
3705,E,8.0,2.0,1.0,2014-06-04
3707,E,6.0,7.0,4.0,2014-06-03
3709,E,3.0,4.0,5.0,2014-06-02
3711,E,7.0,0.0,6.0,2014-06-01
3713,E,9.0,1.0,4.0,2014-05-31
3715,E,0.0,7.0,4.0,2014-05-30
3717,E,4.0,3.0,5.0,2014-05-29
3719,E,5.0,3.0,6.0,2014-05-28
3721,E,2.0,9.0,1.0,2014-05-27
3723,E,7.0,2.0,8.0,2014-05-26
3725,E,7.0,7.0,3.0,2014-05-25
3727,E,5.0,3.0,6.0,2014-05-24
3729,E,1.0,8.0,4.0,2014-05-23
3731,E,8.0,2.0,3.0,2014-05-22
3733,E,7.0,3.0,1.0,2014-05-21
3735,E,6.0,5.0,7.0,2014-05-20
3737,E,3.0,2.0,8.0,2014-05-19
3739,E,0.0,9.0,6.0,2014-05-18
3741,E,7.0,0.0,4.0,2014-05-17
3743,E,0.0,9.0,2.0,2014-05-16
3745,E,7.0,0.0,3.0,2014-05-15
3747,E,5.0,0.0,3.0,2014-05-14
3749,E,2.0,5.0,4.0,2014-05-13
3751,E,1.0,2.0,4.0,2014-05-12
3753,E,6.0,1.0,8.0,2014-05-11
3755,E,8.0,9.0,4.0,2014-05-10
3757,E,0.0,8.0,0.0,2014-05-09
3759,E,5.0,1.0,1.0,2014-05-08
3761,E,9.0,2.0,9.0,2014-05-07
3763,E,9.0,7.0,1.0,2014-05-06
3765,E,2.0,3.0,2.0,2014-05-05
3767,E,0.0,5.0,3.0,2014-05-04
3769,E,1.0,1.0,2.0,2014-05-03
3771,E,8.0,9.0,2.0,2014-05-02
3773,E,3.0,7.0,7.0,2014-05-01
3775,E,3.0,9.0,6.0,2014-04-30
3777,E,9.0,4.0,2.0,2014-04-29
3779,E,0.0,1.0,3.0,2014-04-28
3781,E,7.0,9.0,1.0,2014-04-27
3783,E,6.0,8.0,6.0,2014-04-26
3785,E,3.0,4.0,5.0,2014-04-25
3787,E,8.0,7.0,2.0,2014-04-24
3789,E,5.0,9.0,0.0,2014-04-23
3791,E,9.0,5.0,7.0,2014-04-22
3793,E,8.0,0.0,3.0,2014-04-21
3795,E,2.0,9.0,6.0,2014-04-20
3797,E,2.0,4.0,8.0,2014-04-19
3799,E,8.0,2.0,6.0,2014-04-18
3801,E,2.0,5.0,9.0,2014-04-17
3803,E,6.0,2.0,3.0,2014-04-16
3805,E,2.0,0.0,5.0,2014-04-15
3807,E,5.0,3.0,0.0,2014-04-14
3809,E,7.0,4.0,2.0,2014-04-13
3811,E,6.0,6.0,0.0,2014-04-12
3813,E,8.0,4.0,3.0,2014-04-11
3815,E,4.0,3.0,1.0,2014-04-10
3817,E,0.0,1.0,8.0,2014-04-09
3819,E,8.0,1.0,3.0,2014-04-08
3821,E,7.0,8.0,2.0,2014-04-07
3823,E,5.0,4.0,7.0,2014-04-06
3825,E,3.0,1.0,3.0,2014-04-05
3827,E,3.0,7.0,0.0,2014-04-04
3829,E,9.0,3.0,5.0,2014-04-03
3831,E,7.0,3.0,9.0,2014-04-02
3833,E,6.0,0.0,9.0,2014-04-01
3835,E,9.0,4.0,8.0,2014-03-31
3837,E,5.0,9.0,9.0,2014-03-30
3839,E,1.0,6.0,1.0,2014-03-29
3841,E,1.0,3.0,6.0,2014-03-28
3843,E,7.0,4.0,7.0,2014-03-27
3845,E,7.0,3.0,3.0,2014-03-26
3847,E,3.0,2.0,6.0,2014-03-25
3849,E,3.0,8.0,4.0,2014-03-24
3851,E,6.0,8.0,0.0,2014-03-23
3853,E,4.0,2.0,5.0,2014-03-22
3855,E,9.0,5.0,5.0,2014-03-21
3857,E,5.0,3.0,8.0,2014-03-20
3859,E,6.0,0.0,7.0,2014-03-19
3861,E,6.0,6.0,3.0,2014-03-18
3863,E,8.0,9.0,5.0,2014-03-17
3865,E,9.0,7.0,3.0,2014-03-16
3867,E,3.0,8.0,8.0,2014-03-15
3869,E,7.0,2.0,9.0,2014-03-14
3871,E,1.0,7.0,5.0,2014-03-13
3873,E,5.0,1.0,7.0,2014-03-12
3875,E,6.0,6.0,2.0,2014-03-11
3877,E,3.0,8.0,3.0,2014-03-10
3879,E,0.0,9.0,0.0,2014-03-09
3881,E,6.0,0.0,2.0,2014-03-08
3883,E,6.0,5.0,2.0,2014-03-07
3885,E,6.0,6.0,5.0,2014-03-06
3887,E,7.0,6.0,9.0,2014-03-05
3889,E,0.0,8.0,0.0,2014-03-04
3891,E,1.0,9.0,2.0,2014-03-03
3893,E,8.0,5.0,8.0,2014-03-02
3895,E,3.0,2.0,4.0,2014-03-01
3897,E,2.0,8.0,1.0,2014-02-28
3899,E,2.0,8.0,3.0,2014-02-27
3901,E,6.0,5.0,1.0,2014-02-26
3903,E,5.0,5.0,0.0,2014-02-25
3905,E,2.0,8.0,8.0,2014-02-24
3907,E,3.0,9.0,2.0,2014-02-23
3909,E,6.0,0.0,7.0,2014-02-22
3911,E,2.0,5.0,9.0,2014-02-21
3913,E,9.0,0.0,8.0,2014-02-20
3915,E,9.0,3.0,4.0,2014-02-19
3917,E,9.0,6.0,2.0,2014-02-18
3919,E,7.0,3.0,2.0,2014-02-17
3921,E,6.0,2.0,9.0,2014-02-16
3923,E,8.0,3.0,0.0,2014-02-15
3925,E,2.0,4.0,2.0,2014-02-14
3927,E,0.0,6.0,9.0,2014-02-13
3929,E,6.0,2.0,4.0,2014-02-12
3931,E,0.0,8.0,4.0,2014-02-11
3933,E,3.0,3.0,1.0,2014-02-10
3935,E,0.0,1.0,2.0,2014-02-09
3937,E,7.0,5.0,4.0,2014-02-08
3939,E,9.0,2.0,5.0,2014-02-07
3941,E,8.0,6.0,9.0,2014-02-06
3943,E,2.0,4.0,9.0,2014-02-05
3945,E,1.0,1.0,4.0,2014-02-04
3947,E,1.0,9.0,5.0,2014-02-03
3949,E,6.0,1.0,6.0,2014-02-02
3951,E,1.0,5.0,6.0,2014-02-01
3953,E,7.0,1.0,9.0,2014-01-31
3955,E,7.0,2.0,4.0,2014-01-30
3957,E,8.0,1.0,6.0,2014-01-29
3959,E,2.0,0.0,3.0,2014-01-28
3961,E,2.0,1.0,6.0,2014-01-27
3963,E,5.0,9.0,5.0,2014-01-26
3965,E,7.0,4.0,0.0,2014-01-25
3967,E,1.0,2.0,9.0,2014-01-24
3969,E,5.0,7.0,9.0,2014-01-23
3971,E,8.0,9.0,9.0,2014-01-22
3973,E,6.0,5.0,9.0,2014-01-21
3975,E,8.0,9.0,5.0,2014-01-20
3977,E,1.0,7.0,3.0,2014-01-19
3979,E,9.0,8.0,9.0,2014-01-18
3981,E,2.0,4.0,9.0,2014-01-17
3983,E,3.0,0.0,3.0,2014-01-16
3985,E,4.0,8.0,2.0,2014-01-15
3987,E,5.0,1.0,5.0,2014-01-14
3989,E,9.0,4.0,9.0,2014-01-13
3991,E,0.0,3.0,4.0,2014-01-12
3993,E,5.0,5.0,8.0,2014-01-11
3995,E,8.0,8.0,8.0,2014-01-10
3997,E,8.0,9.0,6.0,2014-01-09
3999,E,8.0,0.0,7.0,2014-01-08
4001,E,4.0,0.0,8.0,2014-01-07
4003,E,8.0,7.0,3.0,2014-01-06
4005,E,5.0,9.0,8.0,2014-01-05
4007,E,8.0,5.0,9.0,2014-01-04
4009,E,4.0,3.0,1.0,2014-01-03
4011,E,6.0,6.0,7.0,2014-01-02
4013,E,0.0,3.0,1.0,2014-01-01
4015,E,1.0,7.0,7.0,2013-12-31
4017,E,4.0,9.0,6.0,2013-12-30
4019,E,0.0,2.0,4.0,2013-12-29
4021,E,6.0,3.0,5.0,2013-12-28
4023,E,5.0,2.0,2.0,2013-12-27
4025,E,9.0,5.0,8.0,2013-12-26
4027,E,0.0,2.0,8.0,2013-12-25
4029,E,3.0,5.0,9.0,2013-12-24
4031,E,8.0,8.0,5.0,2013-12-23
4033,E,8.0,4.0,5.0,2013-12-22
4035,E,9.0,5.0,2.0,2013-12-21
4037,E,2.0,3.0,4.0,2013-12-20
4039,E,7.0,2.0,3.0,2013-12-19
4041,E,7.0,7.0,8.0,2013-12-18
4043,E,2.0,8.0,3.0,2013-12-17
4045,E,7.0,1.0,8.0,2013-12-16
4047,E,6.0,5.0,9.0,2013-12-15
4049,E,3.0,4.0,7.0,2013-12-14
4051,E,3.0,5.0,3.0,2013-12-13
4053,E,2.0,6.0,6.0,2013-12-12
4055,E,7.0,3.0,0.0,2013-12-11
4057,E,1.0,6.0,4.0,2013-12-10
4059,E,9.0,1.0,4.0,2013-12-09
4061,E,1.0,8.0,9.0,2013-12-08
4063,E,8.0,1.0,0.0,2013-12-07
4065,E,2.0,9.0,2.0,2013-12-06
4067,E,9.0,5.0,8.0,2013-12-05
4069,E,8.0,9.0,1.0,2013-12-04
4071,E,5.0,4.0,8.0,2013-12-03
4073,E,0.0,4.0,8.0,2013-12-02
4075,E,4.0,1.0,4.0,2013-12-01
4077,E,5.0,1.0,6.0,2013-11-30
4079,E,4.0,2.0,2.0,2013-11-29
4081,E,2.0,5.0,2.0,2013-11-28
4083,E,8.0,1.0,8.0,2013-11-27
4085,E,9.0,7.0,5.0,2013-11-26
4087,E,3.0,4.0,3.0,2013-11-25
4089,E,2.0,7.0,3.0,2013-11-24
4091,E,3.0,1.0,9.0,2013-11-23
4093,E,1.0,6.0,5.0,2013-11-22
4095,E,2.0,8.0,3.0,2013-11-21
4097,E,5.0,5.0,3.0,2013-11-20
4099,E,2.0,7.0,3.0,2013-11-19
4101,E,8.0,6.0,7.0,2013-11-18
4103,E,8.0,4.0,8.0,2013-11-17
4105,E,2.0,5.0,2.0,2013-11-16
4107,E,1.0,3.0,5.0,2013-11-15
4109,E,4.0,4.0,6.0,2013-11-14
4111,E,0.0,1.0,6.0,2013-11-13
4113,E,8.0,6.0,4.0,2013-11-12
4115,E,3.0,3.0,7.0,2013-11-11
4117,E,8.0,2.0,3.0,2013-11-10
4119,E,8.0,4.0,7.0,2013-11-09
4121,E,1.0,4.0,6.0,2013-11-08
4123,E,9.0,1.0,2.0,2013-11-07
4125,E,5.0,5.0,5.0,2013-11-06
4127,E,2.0,0.0,1.0,2013-11-05
4129,E,1.0,6.0,8.0,2013-11-04
4131,E,3.0,0.0,0.0,2013-11-03
4133,E,8.0,2.0,0.0,2013-11-02
4135,E,7.0,2.0,7.0,2013-11-01
4137,E,1.0,4.0,0.0,2013-10-31
4139,E,8.0,3.0,0.0,2013-10-30
4141,E,2.0,1.0,3.0,2013-10-29
4143,E,0.0,5.0,5.0,2013-10-28
4145,E,0.0,7.0,7.0,2013-10-27
4147,E,1.0,7.0,0.0,2013-10-26
4149,E,3.0,0.0,1.0,2013-10-25
4151,E,1.0,7.0,1.0,2013-10-24
4153,E,2.0,7.0,7.0,2013-10-23
4155,E,0.0,8.0,2.0,2013-10-22
4157,E,0.0,9.0,5.0,2013-10-21
4159,E,9.0,4.0,6.0,2013-10-20
4161,E,5.0,0.0,5.0,2013-10-19
4163,E,2.0,8.0,3.0,2013-10-18
4165,E,6.0,0.0,5.0,2013-10-17
4167,E,1.0,2.0,7.0,2013-10-16
4169,E,1.0,2.0,6.0,2013-10-15
4171,E,0.0,1.0,4.0,2013-10-14
4173,E,7.0,1.0,6.0,2013-10-13
4175,E,6.0,1.0,6.0,2013-10-12
4177,E,5.0,3.0,5.0,2013-10-11
4179,E,1.0,6.0,9.0,2013-10-10
4181,E,4.0,3.0,7.0,2013-10-09
4183,E,8.0,8.0,1.0,2013-10-08
4185,E,0.0,9.0,4.0,2013-10-07
4187,E,6.0,9.0,3.0,2013-10-06
4189,E,8.0,3.0,6.0,2013-10-05
4191,E,9.0,8.0,2.0,2013-10-04
4193,E,2.0,0.0,4.0,2013-10-03
4195,E,8.0,0.0,0.0,2013-10-02
4197,E,1.0,7.0,1.0,2013-10-01
4199,E,9.0,6.0,4.0,2013-09-30
4201,E,6.0,7.0,8.0,2013-09-29
4203,E,4.0,5.0,0.0,2013-09-28
4205,E,8.0,6.0,0.0,2013-09-27
4207,E,7.0,6.0,5.0,2013-09-26
4209,E,5.0,5.0,5.0,2013-09-25
4211,E,5.0,8.0,9.0,2013-09-24
4213,E,5.0,6.0,3.0,2013-09-23
4215,E,5.0,3.0,3.0,2013-09-22
4217,E,6.0,8.0,2.0,2013-09-21
4219,E,8.0,4.0,2.0,2013-09-20
4221,E,9.0,2.0,7.0,2013-09-19
4223,E,1.0,9.0,4.0,2013-09-18
4225,E,3.0,0.0,1.0,2013-09-17
4227,E,4.0,4.0,6.0,2013-09-16
4229,E,5.0,2.0,9.0,2013-09-15
4231,E,4.0,0.0,0.0,2013-09-14
4233,E,8.0,6.0,9.0,2013-09-13
4235,E,0.0,9.0,7.0,2013-09-12
4237,E,9.0,4.0,3.0,2013-09-11
4239,E,4.0,8.0,2.0,2013-09-10
4241,E,2.0,5.0,2.0,2013-09-09
4243,E,4.0,6.0,8.0,2013-09-08
4245,E,4.0,7.0,8.0,2013-09-07
4247,E,6.0,0.0,0.0,2013-09-06
4249,E,0.0,6.0,5.0,2013-09-05
4251,E,9.0,7.0,3.0,2013-09-04
4253,E,7.0,7.0,3.0,2013-09-03
4255,E,5.0,5.0,9.0,2013-09-02
4257,E,1.0,0.0,1.0,2013-09-01
4259,E,0.0,0.0,4.0,2013-08-31
4261,E,2.0,8.0,9.0,2013-08-30
4263,E,4.0,7.0,9.0,2013-08-29
4265,E,0.0,5.0,2.0,2013-08-28
4267,E,5.0,4.0,2.0,2013-08-27
4269,E,4.0,9.0,0.0,2013-08-26
4271,E,7.0,8.0,0.0,2013-08-25
4273,E,2.0,9.0,9.0,2013-08-24
4275,E,6.0,9.0,1.0,2013-08-23
4277,E,2.0,2.0,2.0,2013-08-22
4279,E,9.0,7.0,9.0,2013-08-21
4281,E,0.0,9.0,5.0,2013-08-20
4283,E,6.0,3.0,3.0,2013-08-19
4285,E,8.0,9.0,3.0,2013-08-18
4287,E,3.0,1.0,5.0,2013-08-17
4289,E,2.0,1.0,4.0,2013-08-16
4291,E,1.0,5.0,0.0,2013-08-15
4293,E,4.0,3.0,1.0,2013-08-14
4295,E,9.0,5.0,4.0,2013-08-13
4297,E,1.0,3.0,5.0,2013-08-12
4299,E,9.0,1.0,6.0,2013-08-11
4301,E,6.0,9.0,9.0,2013-08-10
4303,E,4.0,6.0,3.0,2013-08-09
4305,E,6.0,9.0,5.0,2013-08-08
4307,E,6.0,6.0,6.0,2013-08-07
4309,E,5.0,0.0,1.0,2013-08-06
4311,E,4.0,3.0,8.0,2013-08-05
4313,E,6.0,5.0,7.0,2013-08-04
4315,E,9.0,2.0,5.0,2013-08-03
4317,E,3.0,3.0,5.0,2013-08-02
4319,E,6.0,7.0,2.0,2013-08-01
4321,E,1.0,0.0,8.0,2013-07-31
4323,E,7.0,8.0,5.0,2013-07-30
4325,E,1.0,2.0,5.0,2013-07-29
4327,E,6.0,6.0,0.0,2013-07-28
4329,E,8.0,5.0,1.0,2013-07-27
4331,E,1.0,7.0,1.0,2013-07-26
4333,E,6.0,3.0,2.0,2013-07-25
4335,E,1.0,7.0,1.0,2013-07-24
4337,E,2.0,5.0,7.0,2013-07-23
4339,E,4.0,8.0,8.0,2013-07-22
4341,E,5.0,5.0,7.0,2013-07-21
4343,E,1.0,9.0,8.0,2013-07-20
4345,E,4.0,3.0,9.0,2013-07-19
4347,E,5.0,6.0,8.0,2013-07-18
4349,E,8.0,0.0,5.0,2013-07-17
4351,E,9.0,4.0,9.0,2013-07-16
4353,E,9.0,4.0,7.0,2013-07-15
4355,E,6.0,3.0,6.0,2013-07-14
4357,E,1.0,4.0,1.0,2013-07-13
4359,E,2.0,3.0,2.0,2013-07-12
4361,E,8.0,5.0,0.0,2013-07-11
4363,E,0.0,8.0,0.0,2013-07-10
4365,E,5.0,5.0,9.0,2013-07-09
4367,E,3.0,3.0,9.0,2013-07-08
4369,E,3.0,0.0,5.0,2013-07-07
4371,E,6.0,9.0,5.0,2013-07-06
4373,E,9.0,8.0,3.0,2013-07-05
4375,E,1.0,9.0,8.0,2013-07-04
4377,E,7.0,8.0,8.0,2013-07-03
4379,E,6.0,7.0,6.0,2013-07-02
4381,E,8.0,6.0,5.0,2013-07-01
4383,E,7.0,9.0,8.0,2013-06-30
4385,E,7.0,5.0,1.0,2013-06-29
4387,E,5.0,0.0,3.0,2013-06-28
4389,E,6.0,6.0,9.0,2013-06-27
4391,E,4.0,5.0,1.0,2013-06-26
4393,E,9.0,4.0,1.0,2013-06-25
4395,E,0.0,5.0,6.0,2013-06-24
4397,E,1.0,5.0,8.0,2013-06-23
4399,E,5.0,5.0,1.0,2013-06-22
4401,E,5.0,2.0,7.0,2013-06-21
4403,E,6.0,9.0,8.0,2013-06-20
4405,E,9.0,2.0,0.0,2013-06-19
4407,E,3.0,8.0,6.0,2013-06-18
4409,E,3.0,6.0,3.0,2013-06-17
4411,E,3.0,7.0,8.0,2013-06-16
4413,E,7.0,4.0,4.0,2013-06-15
4415,E,7.0,8.0,5.0,2013-06-14
4417,E,1.0,1.0,4.0,2013-06-13
4419,E,6.0,8.0,2.0,2013-06-12
4421,E,2.0,5.0,0.0,2013-06-11
4423,E,3.0,4.0,7.0,2013-06-10
4425,E,1.0,8.0,0.0,2013-06-09
4427,E,8.0,2.0,8.0,2013-06-08
4429,E,5.0,6.0,8.0,2013-06-07
4431,E,8.0,0.0,4.0,2013-06-06
4433,E,5.0,5.0,1.0,2013-06-05
4435,E,2.0,3.0,3.0,2013-06-04
4437,E,9.0,8.0,6.0,2013-06-03
4439,E,4.0,0.0,4.0,2013-06-02
4441,E,1.0,6.0,9.0,2013-06-01
4443,E,9.0,0.0,3.0,2013-05-31
4445,E,1.0,8.0,7.0,2013-05-30
4447,E,7.0,0.0,4.0,2013-05-29
4449,E,2.0,1.0,4.0,2013-05-28
4451,E,5.0,6.0,4.0,2013-05-27
4453,E,3.0,6.0,1.0,2013-05-26
4455,E,5.0,5.0,2.0,2013-05-25
4457,E,2.0,7.0,0.0,2013-05-24
4459,E,3.0,1.0,7.0,2013-05-23
4461,E,8.0,0.0,8.0,2013-05-22
4463,E,2.0,5.0,3.0,2013-05-21
4465,E,2.0,1.0,4.0,2013-05-20
4467,E,2.0,0.0,2.0,2013-05-19
4469,E,9.0,9.0,1.0,2013-05-18
4471,E,9.0,3.0,9.0,2013-05-17
4473,E,4.0,0.0,6.0,2013-05-16
4475,E,1.0,4.0,2.0,2013-05-15
4477,E,9.0,0.0,9.0,2013-05-14
4479,E,5.0,7.0,2.0,2013-05-13
4481,E,8.0,0.0,2.0,2013-05-12
4483,E,5.0,3.0,8.0,2013-05-11
4485,E,9.0,8.0,2.0,2013-05-10
4487,E,0.0,3.0,4.0,2013-05-09
4489,E,3.0,2.0,3.0,2013-05-08
4491,E,8.0,3.0,0.0,2013-05-07
4493,E,1.0,7.0,6.0,2013-05-06
4495,E,1.0,9.0,3.0,2013-05-05
4497,E,8.0,8.0,0.0,2013-05-04
4499,E,8.0,5.0,6.0,2013-05-03
4501,E,9.0,8.0,0.0,2013-05-02
4503,E,1.0,1.0,5.0,2013-05-01
4505,E,0.0,8.0,5.0,2013-04-30
4507,E,8.0,8.0,4.0,2013-04-29
4509,E,8.0,4.0,9.0,2013-04-28
4511,E,5.0,5.0,6.0,2013-04-27
4513,E,8.0,0.0,0.0,2013-04-26
4515,E,3.0,8.0,3.0,2013-04-25
4517,E,4.0,0.0,7.0,2013-04-24
4519,E,9.0,6.0,8.0,2013-04-23
4521,E,8.0,8.0,2.0,2013-04-22
4523,E,0.0,9.0,1.0,2013-04-21
4525,E,1.0,0.0,4.0,2013-04-20
4527,E,5.0,0.0,3.0,2013-04-19
4529,E,0.0,3.0,1.0,2013-04-18
4531,E,0.0,8.0,9.0,2013-04-17
4533,E,4.0,4.0,0.0,2013-04-16
4535,E,7.0,2.0,3.0,2013-04-15
4537,E,7.0,8.0,0.0,2013-04-14
4539,E,7.0,2.0,9.0,2013-04-13
4541,E,2.0,4.0,4.0,2013-04-12
4543,E,7.0,1.0,2.0,2013-04-11
4545,E,0.0,9.0,9.0,2013-04-10
4547,E,6.0,9.0,5.0,2013-04-09
4549,E,8.0,0.0,2.0,2013-04-08
4551,E,3.0,1.0,8.0,2013-04-07
4553,E,2.0,2.0,4.0,2013-04-06
4555,E,1.0,7.0,3.0,2013-04-05
4557,E,0.0,7.0,4.0,2013-04-04
4559,E,7.0,4.0,5.0,2013-04-03
4561,E,9.0,9.0,0.0,2013-04-02
4563,E,5.0,0.0,3.0,2013-04-01
4565,E,2.0,4.0,4.0,2013-03-31
4567,E,0.0,6.0,8.0,2013-03-30
4569,E,9.0,0.0,0.0,2013-03-29
4571,E,1.0,8.0,9.0,2013-03-28
4573,E,7.0,1.0,5.0,2013-03-27
4575,E,0.0,7.0,3.0,2013-03-26
4577,E,5.0,9.0,0.0,2013-03-25
4579,E,7.0,7.0,0.0,2013-03-24
4581,E,3.0,0.0,5.0,2013-03-23
4583,E,1.0,8.0,5.0,2013-03-22
4585,E,9.0,1.0,4.0,2013-03-21
4587,E,5.0,5.0,4.0,2013-03-20
4589,E,1.0,0.0,8.0,2013-03-19
4591,E,9.0,0.0,1.0,2013-03-18
4593,E,2.0,3.0,6.0,2013-03-17
4595,E,1.0,7.0,4.0,2013-03-16
4597,E,6.0,9.0,3.0,2013-03-15
4599,E,0.0,8.0,4.0,2013-03-14
4601,E,9.0,3.0,3.0,2013-03-13
4603,E,6.0,2.0,8.0,2013-03-12
4605,E,1.0,4.0,9.0,2013-03-11
4607,E,8.0,3.0,5.0,2013-03-10
4609,E,6.0,9.0,7.0,2013-03-09
4611,E,8.0,5.0,6.0,2013-03-08
4613,E,0.0,0.0,7.0,2013-03-07
4615,E,6.0,5.0,1.0,2013-03-06
4617,E,1.0,2.0,1.0,2013-03-05
4619,E,4.0,4.0,1.0,2013-03-04
4621,E,3.0,3.0,8.0,2013-03-03
4623,E,4.0,3.0,8.0,2013-03-02
4625,E,0.0,1.0,5.0,2013-03-01
4627,E,2.0,3.0,6.0,2013-02-28
4629,E,2.0,4.0,6.0,2013-02-27
4631,E,6.0,3.0,4.0,2013-02-26
4633,E,8.0,1.0,5.0,2013-02-25
4635,E,1.0,8.0,4.0,2013-02-24
4637,E,4.0,8.0,6.0,2013-02-23
4639,E,8.0,1.0,9.0,2013-02-22
4641,E,1.0,3.0,4.0,2013-02-21
4643,E,0.0,5.0,1.0,2013-02-20
4645,E,5.0,1.0,7.0,2013-02-19
4647,E,9.0,1.0,3.0,2013-02-18
4649,E,8.0,6.0,0.0,2013-02-17
4651,E,2.0,6.0,1.0,2013-02-16
4653,E,7.0,8.0,4.0,2013-02-15
4655,E,5.0,7.0,3.0,2013-02-14
4657,E,6.0,0.0,1.0,2013-02-13
4659,E,9.0,3.0,6.0,2013-02-12
4661,E,5.0,7.0,0.0,2013-02-11
4663,E,3.0,0.0,1.0,2013-02-10
